pmt_id,payment_method_type,country,payment_method_type_name,pmt_type
b6297fe3-eb7d-4886-bd15-ae1be6f02f19,bank_redirect,TH,SCB - Web Pay,th_scb_webpay_bank
2eb49cc1-eb31-46ec-b41a-71a05f0d0bda,bank_redirect,TH,Omise bank,th_other_onlinebanking
c6e99619-d720-4908-a977-e729c667e887,ewallet,MY,eWallet VCash,my_vcash_ewallet
88110649-f925-4b37-89ed-05c3b8d4bd2c,bank_redirect,CO,Colombia  ban co test bank payment,co_ban_co_bank_test
216d472e-bfef-46e1-82be-ab12ccaa950f,bank_redirect,ID,cimb niaga,id_cimbniaga_redirect_bank
beee7088-1181-4954-be93-506ec2f289c0,bank_redirect,ID,bri,id_bri_redirect_bank
4b1f641d-42f9-40d3-8351-c56a11534c5d,bank_redirect,ID,bca,id_bca_redirect_bank
94194ce7-d23f-48ff-b163-f82bb00aac86,ewallet,CN,UnionPay,cn_unionpay_card
0219f45a-db8f-4c23-96e6-c3381f99f330,bank_redirect,ID,bni,id_bni_redirect_bank
ac7a323f-b034-4116-82a3-d472fa8fa44a,bank_redirect,ID,mandiri,id_mandiri_redirect_bank
1896e31d-8ebb-440b-afa4-732bc1907498,ewallet,VN,eWallet NganLuong,vn_bganluong_ewallet
cd25fe11-b698-4556-a17c-49fd9647fdf6,bank_redirect,NZ,online bank payment ANZ New Zealand,nz_anz_bank
5c4f9d33-ff70-4936-b3aa-fb58566ff6a5,bank_redirect,NZ,iBank NZ 01 - test Bank,nz_ibanknz01_bank
a585f07f-baae-44cf-a6bf-e8c470e406d8,cash,CR,Mucap,cr_mucap_cash
9855cc16-4e2b-48d1-a228-917745c4c9c7,cash,FR,France Yes by Cash,fr_yesbycash_cash
fc175a32-2e68-4fc3-957c-568b751feb4d,cash,IT,Italy Ticket Premium,it_ticketprem_cash
813fbd6c-9e83-11e8-85bb-126629637faa,bank_transfer,SK,IBAN,sk_iban_bank
814323c3-9e83-11e8-85bb-126629637faa,bank_transfer,SI,IBAN,si_iban_bank
814a09fd-9e83-11e8-85bb-126629637faa,bank_transfer,SE,IBAN,se_iban_bank
8138d8f3-9e83-11e8-85bb-126629637faa,bank_transfer,RO,IBAN,ro_iban_bank
8135422c-9e83-11e8-85bb-126629637faa,bank_transfer,PT,IBAN,pt_iban_bank
8131c5e5-9e83-11e8-85bb-126629637faa,bank_transfer,PL,IBAN,pl_iban_bank
5dcc99e9-9e83-11e8-85bb-126629637faa,bank_transfer,NL,IBAN,nl_iban_bank
5dc5cfea-9e83-11e8-85bb-126629637faa,bank_transfer,MT,IBAN,mt_iban_bank
5db82ec7-9e83-11e8-85bb-126629637faa,bank_transfer,LV,IBAN,lv_iban_bank
5dc25691-9e83-11e8-85bb-126629637faa,bank_transfer,LU,IBAN,lu_iban_bank
5dbed030-9e83-11e8-85bb-126629637faa,bank_transfer,LT,IBAN,lt_iban_bank
5db152e6-9e83-11e8-85bb-126629637faa,bank_transfer,IT,IBAN,it_iban_bank
5daa5bfb-9e83-11e8-85bb-126629637faa,bank_transfer,IE,IBAN,ie_iban_bank
5da383ff-9e83-11e8-85bb-126629637faa,bank_transfer,HU,IBAN,hu_iban_bank
5d7dfb90-9e83-11e8-85bb-126629637faa,bank_transfer,HR,IBAN,hr_iban_bank
5d9cb5ea-9e83-11e8-85bb-126629637faa,bank_transfer,GR,IBAN,gr_iban_bank
8150bd0a-9e83-11e8-85bb-126629637faa,bank_transfer,GB,IBAN,gb_iban_bank
5d926719-9e83-11e8-85bb-126629637faa,bank_transfer,FR,IBAN,fr_iban_bank
5d8f1e94-9e83-11e8-85bb-126629637faa,bank_transfer,FI,IBAN,fi_iban_bank
81468f49-9e83-11e8-85bb-126629637faa,bank_transfer,ES,IBAN,es_iban_bank
5d8baebb-9e83-11e8-85bb-126629637faa,bank_transfer,EE,IBAN,ee_iban_bank
5d884507-9e83-11e8-85bb-126629637faa,bank_transfer,DK,IBAN,dk_iban_bank
5d95fb2c-9e83-11e8-85bb-126629637faa,bank_transfer,DE,IBAN,de_iban_bank
5d84cb48-9e83-11e8-85bb-126629637faa,bank_transfer,CZ,IBAN,cz_iban_bank
c16e63ab-9e73-11e8-1135-126629637faa,bank_transfer,CY,IBAN,cy_iban_bank
5d7aa7d6-9e83-11e8-85bb-126629637faa,bank_transfer,BG,IBAN,bg_iban_bank
5d774173-9e83-11e8-85bb-126629637faa,bank_transfer,BE,IBAN,be_iban_bank
c16e63ab-9e73-11e8-1138-126629637faa,bank_transfer,AT,IBAN,at_iban_bank
e004b6b0-fd18-4083-920e-f7709d6decbb,bank_redirect,AT,Oberbank AG,at_oberbankageps_bank
9d755a1d-bae9-466b-907e-9546a346d483,bank_redirect,AT,Bankhaus Spängler,at_carlspanglercoeps_bank
0d4dac20-fb61-48a5-afc2-e1de3caccc1b,bank_redirect,AT,BAWAG P.S.K eps Online Überweisung,at_bawageps_bank
cb28fec1-7dc5-425d-97c7-e7ed14a5f356,bank_redirect,AT,Erste Bank der oesterreichischen Sparkassen AG,at_erstebankundsparkasseneps_bank
f01c7e35-5f89-4b2f-b46d-2094092a46bf,bank_redirect,AT,Raiffeisen Bankengruppe Österreich,at_raiffeiseneps_bank
bf5b8103-0e25-4dd0-aebb-2052add2a432,bank_redirect,AT,Sparda Wien,at_spardabankwieneps_bank
60a8bdbd-55bd-4e21-91b7-2d5d2c5c1715,bank_redirect,AT,EPS bank payments Arztebank Austria,at_arztebankeps_bank
b8561b1b-8448-4685-9c98-8de04a6432a5,bank_redirect,AT,Hypo Alpe-Adria-Bank International AG,at_hypoalpeadriaageps_bank
1f858b4f-f692-4eb4-ad16-5fac5140d777,bank_redirect,AT,Hypo Alpe-Adria-Bank AG,at_hypoalpeadriabankeps_bank
d5a0d484-9381-479d-b191-5d9b1e46a72e,bank_redirect,AT,EPS bank payments Easybank Austria,at_easybankeps_bank
4a56b16d-cde1-4b80-84c5-f0f4aa8a7065,bank_redirect,AT,EPS bank payments UniCredit Bank Austria Austria,at_unicredit_eps_bank
3f9e7db4-5aa8-4dbb-a552-a8bfefcd7ede,bank_redirect,AT,Volksbank Marchfeld,at_marchfeldereps_bank
b8ce3447-1692-4112-9dde-65da70ad083c,bank_redirect,AT,Hypo Burgenland,at_hypobankburgenlandeps_bank
3d5d1fd5-d9b2-4316-bddd-129f85c95c7e,bank_redirect,AT,Hypo Tirol,at_hypotiroleps_bank
9531c23c-9060-499c-9ac7-350660457cd5,bank_redirect,AT,EPS bank payments Volkskreditbank AEG AG Austria,at_volksbankgruppeageps_bank
08998827-292d-4cf3-a91d-3434e67c90d1,bank_redirect,AT,EPS bank payments Brüll Kallmus Bank AG Austria,at_brullkallmusageps_bank
feebe58a-3348-46dc-b67e-53dc405a79c5,bank_redirect,AT,VR-Bank Braunau,at_vrbraunaueps_bank
412ee11f-8ade-43ee-b8a8-3d0e6a62c418,bank_redirect,AT,BTV VIER LÄNDER BANK,at_btvvierlandereps_bank
0ad8f6cf-cbe7-4ba8-99ee-9d98dd27d208,bank_redirect,AT,Volksbank Gruppe,at_volksbankgruppe_eps_bank
2f992ea5-1805-4ac4-bb5a-a5338c57aa28,bank_redirect,AT,"EPS bank payments HYPO OberOsterreich, Salzburg, Steiermark Austria",at_hyposteiermark_eps_bank
15f7d83c-e437-4d62-97a2-aa32b5ce8e8c,bank_redirect,AT,Vorarlberger Landes- und Hypothekenbank,at_hypolandesbankeps_bank
545eadc8-3db7-4faf-87fe-475c1992d183,bank_redirect,AT,Bankhaus Schelhammer & Schattera,at_bankhausschelhammerschatterageps_bank
3e7508fc-4b85-4f18-8bd9-5a549299adfa,bank_redirect,AT,EPS bank payments Bankhaus Schelhammer and Schattera Austria,at_schelhammerschatteraeps_bank
1cd84e19-a5f7-4571-a315-ea63795a9b52,bank_redirect,AT,Dolomitenbank Osttirol-Westkärnten eG,at_dolomiteneps_bank
8da44567-bdbc-4bb4-94b7-620f72d40e31,bank_redirect,AT,EPS bank payments Schoellerbank Austria,at_schoellerbankeps_bank
2b9a3b2d-cf3b-4d68-b653-c873d85dbbbd,bank_redirect,AT,BKS Bank AG,at_bkseps_bank
d68c3f3e-91e5-455b-bc86-34ca2af82643,bank_redirect,AT,EPS bank payments Capital Bank Grawe Gruppe AG Austria,at_capitalgrawegruppeageps_bank
123e9d47-5efd-4e19-adc4-568ae67463a9,bank_redirect,BR,bank transfer payment Bank Bradesco SafetyPay Brazil,br_bradescosafetypay_bank
0364c590-ae23-4c3d-85a6-4ae8c2716392,bank_redirect,AT,EPS bank payments Volkskreditbank AG Austria,at_volkskreditbankageps_bank
30d434e2-4785-4e40-9a1a-23f1995b5384,bank_redirect,BR,bank transfer payment Banco do Brasil SafetyPay Brazil,br_bancodobrasilsafetypay_bank
45bc050c-9d9b-4688-9936-02d071d67bf6,bank_redirect,CL,Banco Estado One Step,cl_bancoestadoonestep_bank
4aa2f4dd-296f-4f9b-beb1-4f107493d416,bank_redirect,CO,Banco Santander,co_bancosantander_bank
b34d6dc7-d4fa-4822-87be-f1c680f903d9,cash,CR,Cash Payments Banco Lafise Costa Rica,cr_bancolafise_cash
c7ffb081-dc11-49e5-b2fd-a637065e3934,cash,CR,Cash Payments Cathay Costa Rica,cr_cathay_cash
768b5ba6-d374-47af-86c5-1e20603f8357,bank_redirect,CR,bank transfer payment Scotiabank Costa Rica,cr_scotiabank_bank
148125e1-22fc-49e1-ae67-582684369307,cash,CR,Cash Payments Promerica Costa Rica ,cr_promerica_cash
13b47922-280a-4293-8f6b-ca5a43890925,bank_redirect,ES,Ibercaja,es_ibercaja_bank
cc07676c-eccf-48e6-a97c-fa856324a4c9,cash,CR,Cash Payments Banco Popular y de Desarrollo Comunal Costa Rica,cr_bancopopular_cash
67604867-5f86-433d-8556-0ff60efd0596,cash,CR,Cash Payments Grupo Mutual Costa Rica,cr_grupomutual_cash
f2bc4fc8-b79b-446a-842c-705ecf308078,bank_redirect,CR,CR MUCAP BANK,cr_mucap_bank
813afb4e-59b7-4e88-8987-561890fa4820,cash,ES,Cash Payments PAGAQUI Spain,es_pagaqui_cash
e88ac654-1d05-410c-8649-0b45aa3376d3,bank_redirect,ES,online bank payment BBVA Sapin,es_bbva_bank
9a5c2b1b-35e1-4ccf-a30e-36d2730a576e,cash,ES,Cash Payments Abanca Spain,es_abanca_cash
5812a406-36bb-4378-9a0f-514af7814046,bank_redirect,MX,online bank payment Banamex mexico,mx_banamex_bank
436999e1-4ce6-43fe-a1ff-7696774c5a61,cash,MX,Cash Payments Scotiabank Mexico,mx_scotiabank_cash
7d0cb532-4b7c-4915-8d4a-f67dcbefefe2,cash,MX,Cash Payments Santander Mexico,mx_santander_cash
ea16d505-5c0e-4b42-8816-ce418057620e,bank_redirect,MX,online bank payment Todos los bancos mexicanos a través de la transferencia interbancaria. mexico,mx_allbanks_bank
08e40770-7ca4-4019-8edd-a3dd5f5b7e89,cash,MX,Cash Payments Banorte Mexico,mx_banorte_cash
c83691b2-afed-4bc7-b214-adb1a72f4ede,bank_redirect,NL,Rabobank iDeal,nl_rabobankideal_bank
2bd283cc-b472-49e2-aca3-2112b89bb606,bank_redirect,NL,Triodos Bank,nl_triodosbankideal_bank
411b81dc-c6ed-4d21-91ed-e75bc11ebfe6,bank_redirect,NL,ING,nl_ingideal_bank
006d8637-ed5a-431f-bf28-f1ef9094cc83,bank_redirect,NL,SNS Bank iDeal,nl_snsbank_ideal_bank
e95675a9-5a8b-4a69-a6ee-ed3100f0602d,bank_redirect,NL,ABN AMRO iDeal,nl_abnamroideal_bank
bf3fce2b-e63a-470a-927a-bf998ed6894e,bank_redirect,DE,Online Bank GiroGate Germany,de_girogate_bank
3f86c8fc-e0d1-400a-90e2-720a005048ab,bank_redirect,PT,Online Bank Multibanco Portugal,pt_multibanco_bank
adfc588e-9517-4b52-9635-fedc596e514f,cash,PT,Cash Payments PagaAqui Portugal,pt_pagaaqui_cash
e1f3ed4a-1357-4b8d-8991-d93be3638708,cash,PE,Peru OTC Cash,pe_cash_cash
e06a2023-60cb-4432-ae73-e3b8eb8f9ecf,bank_redirect,IN,AXIS,in_axis_bank
6d8fca8a-b78f-49be-b573-1f3e417a76f6,bank_redirect,IN,Bank of Maharashtra,in_bankofmaharashtra_bank
3b23f019-ef48-4900-965d-d76ce8004b1a,bank_redirect,IN,Bank of Baroda Corporate Banking,in_barodacorporate_bank
2920d0a0-9219-46a8-8e81-fd2d12f42123,bank_redirect,IN,DBS Bank,in_dbs_bank
d7330ec5-cfa1-4b79-aaf4-f7fbf5eba087,bank_redirect,IN,DCB BANK Personal Banking,in_dcbpersonal_bank
ce9b3816-020e-4d44-b36d-69fabcda216f,bank_redirect,IN,Central Bank of India,in_central_bank
47e0a4db-b495-4d85-aab5-e80ee3ff6db9,bank_redirect,IN,Bank of Bahrain and Kuwait,in_bahrainandkuwait_bank
4b488200-1f43-44dc-9ad8-d8dafa6698a9,bank_redirect,IN,Dhanalakshmi Bank,in_dhanalakshmi_bank
b7540f65-57a9-4d4e-bb36-4b4ae59c8ae0,bank_redirect,IN,Industrial Development Bank of India,in_industrialdevelopmentbankofindia_bank
c211e0d5-ac1c-4e2e-a525-04b7caa53bbb,bank_redirect,IN,Jammu and Kashmir Bank,in_jammuandkashmir_bank
79a353ac-1093-4010-b752-110f0571ea12,bank_redirect,IN,Development Credit Bank,in_developmentcredit_bank
a7e1206f-7563-421a-aec2-deaed1762134,bank_redirect,IN,PNB,in_pnb_bank
de2d4fc9-80ca-4df4-9d27-afa57c776d6d,bank_redirect,IN,Royal Bank Of Scotland,in_royalbankofscotland_bank
c06d7bc4-27ef-4e36-aff9-5e3c11a71ae4,bank_redirect,IN,Oriental Bank of Commerce,in_orientalbankofcommerce_bank
24167fa0-1d31-4575-8526-f2479fb6f28e,bank_redirect,IN,Punjab And Maharashtra Co-operative Bank,in_punjabandmaharashtracooperative_bank
4c7907b1-ee6d-4ace-9a19-2b225f7e3315,bank_redirect,IN,Punjab National Bank (Corporate),in_punjabnationalcorporate_bank
2e548878-63fe-4daa-a647-dc6dab362cb3,bank_redirect,IN,Laxmi Vilas Bank (Corporate Netbanking),in_laxmivilascorporate_bank
5bcacbe7-4c3b-4c68-bc6f-cccf96375ad3,bank_redirect,IN,KOTAK,in_kotak_bank
4d87b437-c24c-4e9e-bfb6-66bb718e7de6,bank_redirect,IN,Punjab & Sind Bank,in_punjabandsind_bank
10bf666a-572a-47d3-900d-6cc2f20c4614,bank_redirect,IN,Karur Vysya - Corporate Netbanking,in_karurvysyacorporate_bank
318b41f9-1a90-4748-8dca-da3e82da750f,bank_redirect,IN,Laxmi Vilas Bank,in_laxmivilas_bank
e5bf8228-83b3-4989-b674-58e96fa73986,bank_redirect,IN,State Bank of Mysore,in_statebankofmysore_bank
e867df05-1265-43e3-ae02-4bf1dfc07fde,bank_redirect,IN,Shamrao Vitthal Cooperative Bank,in_shamraovitthalcooperative_bank
bb450ccc-121e-41ec-81f2-e469be3db6fa,bank_redirect,IN,SBI,in_sbi_bank
2bc241f4-03f7-4faf-9869-3f57bb31cd55,bank_redirect,IN,State Bank of Travancore,in_statebankoftravancore_bank
3155e9ee-7a49-42d7-86da-32c18f7f8f30,bank_redirect,IN,State Bank of Hyderabad,in_statebankofhyderabad_bank
0be96ec3-4c59-4509-b3a8-133f8ae03cf9,bank_redirect,IN,Tamilnad Mercantile Bank,in_tamilnadmercantile_bank
8c45034c-10b2-4e72-be97-d841cbdf6c9a,bank_redirect,IN,State Bank of Patiala,in_statebankofpatiala_bank
3d482cdc-56a4-42cd-a59e-ecfcf86ced66,bank_redirect,IN,IN Standard Chartered Bank,in_standardchartered_bank
e244459c-7cf5-469f-8c43-1eaa148ccaaf,bank_redirect,IN,State Bank of Bikaner and Jaipur,in_statebankofbikanerandjaipur_bank
5201a499-eefe-4f6e-aea6-deb79f2b63ae,bank_redirect,IN,Union Bank of India- Corporate Netbanking,in_unionbankofindiacorporate_bank
dbfd43b1-010a-42bc-ac8f-d55ee8e6850c,bank_redirect,IN,Union Bank of India,in_unionbankofindia_bank
4f282738-7ea8-4a82-a288-915adf52aef0,bank_redirect,IN,Instamojo Test Bank,in_instamojo_bank_test
a3b85a97-8af1-4a3e-ad2d-d051f455760f,bank_redirect,IN,United Bank of India,in_unitedbankofindia_bank
e4c4d9ea-e731-460b-8ea3-1ae59951f9a9,bank_redirect,IN,Yes Bank,in_yes_bank
56cd4280-ddae-4629-b1cc-cc6a3d79fc15,ewallet,IN,Mobikwik,in_mobikwik_ewallet
c8080efc-034e-479c-9aa5-fca63cadd565,ewallet,CN,AliPay eWallet,cn_alipay_cny
006efb2a-acd0-475f-9bd0-3b983d36eeff,bank_transfer,CN,Bank Transfer,cn_bank_transfer_collections_bank
2c33378c-9d9f-4fe6-95a1-2ddde5231eea,bank_transfer,UY,Bank Transfer Payment Uruguay,uy_test_bank
4f9ddb44-1b79-4645-940f-bf126cee63bf,bank_redirect,TH,Credit card,th_card_card
5979c613-a1b9-49f9-8566-4d1b6a92cd9c,bank_redirect,MY,Credit Card,my_creditcard_card
a863cf6e-a539-4365-9425-f296103f03db,bank_redirect,MY,Credit Card,my_creditcardmyrpreauth_card
eac59aa0-2e26-43ed-9918-acd83a71438b,card,CO,Colombia Card payments,co_card_card
3b5b16f7-e932-4e5e-8efb-962f7de11566,card,EC,Ecuador Card payments,ec_card_card
12c04601-383c-4753-b640-f401d0306327,card,IN,India Credit Cards,india_credit_card
b9333a42-74c5-465e-b35f-cdee389dfc20,bank_redirect,CN,UnionPay (Disbursements),cn_cup_disbursements_bank
f04b8cbe-1a35-48cb-aee0-9063721800f5,bank_redirect,CN,UnionPay,cn_cup_collections_bank
8df5bfdf-f5ab-4b8e-a3c3-0406528000e9,ewallet,KH,Metfone eWallet,kh_metfone_ewallet
8e8ef0ab-c838-4630-82b2-b0252d23d256,bank_redirect,KH,Visa,kh_credit_visa_card
51966e79-2714-4f51-8cad-fe272f485d29,bank_redirect,KH,Diners Club,kh_credit_diner_card
e0ef1468-eab9-4269-a04c-750036168bd5,bank_redirect,KH,UnionPay,kh_credit_cup_card
39a2e7c8-6fa1-4bea-8aaf-ce8dd788af98,ewallet,KH,PiPay eWallet,kh_pipay_ewallet
33d95ea1-b3a1-4320-a18d-3a97e27ab4a3,ewallet,KH,Wing Money eWallet,kh_wing_ewallet
c104816e-2fbe-484c-8b0a-c4c617b7e030,bank_redirect,KH,JCB,kh_credit_jcb_card
3bf56a26-3418-49b3-8310-f9221a2f6ef0,ewallet,KH,AliPay eWallet,kh_alipay_ewallet
e92eae6d-2fd1-4d07-9251-468b7b5eba42,bank_redirect,KH,Mastercard,kh_credit_mc_card
6ba9628c-f84d-4f1c-8c46-ab7b0f0c0495,card,IN,India Debit Cards,india_debit_card
bd1a2333-30ea-11e9-8baa-0ed4cc82c482,card,NG,Nigeria International Card Payment,ng_international_card
69c89929-cdfe-496f-81dd-efb458aa399d,card,MY,Mastercard,my_mastercard_card
73b47ef1-70df-426a-b03c-da27dfa084e4,card,MY,Visa,my_visa_card
70157c6b-62d0-43eb-bda3-e7e118703bbe,cash,EC,Cash payment Banco Pichinchami Ecuador,ec_pichinchami_cash
764c788c-86c2-4cc6-bf99-ae7e43be9702,cash,EC,Cash payment farmaciassanasana,ec_farmaciassanasana_cash
99bf73aa-d1dc-438b-8294-8e2c1223f91e,cash,TH,BIGC,th_bgic_cash
ab4b5b8d-db5c-11e8-8544-0ed4cc82c482,ewallet,LK,Utility Bill Payment Sri Lanka Institute of Information Technology,lk_ezcash_sliit
b3df76bc-6aee-409a-98ec-8d6e0db38bcd,card_redirect,KR,Local Credit/Debit Card,kr_credit_card
4ed672c2-ef7b-4e06-940b-fdceca67bb23,bank_redirect,KR,Local Bank Transfer,kr_online_bank
b51eee78-d57e-4196-ad50-f634704c25cc,ewallet,KR,T-money,kr_tmoney_ewallet
9a8ebd75-a137-4981-8e7b-a8c636d13dcd,ewallet,KR,Toss eWallet,kr_toss_ewallet
3f454537-3b7c-4b13-9d68-8063a4d9ee84,bank_redirect,UY,BROU Bank Transfer Payment Uruguay,uy_brou_bank
825e01a7-fd39-4576-9f62-97fcc94fa08f,bank_redirect,UY,Itaú Bank Transfer Payment Uruguay,uy_itau_bank
cdcbd2d5-ff0b-42a5-8748-c26e2a6c7bcd,bank_redirect,UY,Santander Bank Transfer Payment Uruguay,uy_santander_bank
fe33932b-5a98-4b1b-8989-2052459cec63,bank_redirect,UY,BBVA Bank Transfer Payment Uruguay,uy_bbva_bank
e0af9a79-c09e-4d18-be29-f94b8eb2d770,bank_redirect,UY,Banque Heritage Bank Transfer Payment Uruguay,uy_banqueheritage_bank
6175fade-f871-400c-84c1-04a833414120,bank_redirect,UY,Scotiabank Bank Transfer Payment Uruguay,uy_scotiabank_bank
fa58be4b-66c5-4d06-b7df-52a078800ad7,bank_redirect,UY,HSBC Bank Transfer Payment Uruguay,uy_hsbc_bank
5ea07cae-cd5f-41c7-b852-0634f2ad4358,cash,GB,Cash payments UK,gb_cashpz_cash
a1866bb5-05de-4564-920b-2a8011c61ee7,cash,BO,Express Cash Bolivia,bo_express_cash
96ed3998-7b3b-42b8-a7bd-3ce584a4549f,cash,UY,Cash payments Uruguay,uy_redpagos_cash
f195932a-89d3-434f-91e5-c8a5bb322879,cash,BR,HSBC Cash Payment,br_hsbc_cash
c8b535ef-5dda-4fcb-bf1a-c73a2b5eb524,cash,BR,Citibank Cash Payment,br_citibank_cash
b83fe9f7-beef-4590-bc37-a874103c7849,cash,BR,Correios Cash Payment,br_correios_cash
5555aaf6-4b89-4a42-afcb-85437945f87c,cash,BR,Loterica Cash Payment,br_loterica_cash
ef4d4146-921b-40f9-87b3-7805dcbef3dc,bank_redirect,ZA,online bank payment Ozow bank Instant EFT,za_ieft_bank
777f65b3-6a6a-11e9-8c79-0e6deef80380,ewallet,SG,GrabPay,sg_grabpay_ewallet
5a211ca9-a0c9-11e9-949a-125c447e35c6,cash,IL,RBO Bulk Test,rbo_test_cash
6f0cd72d-a0c9-11e9-949a-125c447e35c6,bank_redirect,IL,RBO Bulk Test,rbo_test_bank
e65f0d6a-6db2-4d40-bcb7-8466bbd0521b,cash,BO,Farmacorp Cash Bolivia,bo_farmacorp_cash
dc45bd11-e826-4e73-ac82-d2367aba2017,cash,BO,Diaconia Cash Bolivia,bo_diaconia_cash
433a305b-16cf-4568-aff5-baa040ed006e,cash,BO,Crecer Cash Bolivia,bo_crecer_cash
aa7563ec-ff55-4b1d-a47b-495dea4e376a,cash,BO,Cidre Cash Bolivia,bo_cidre_cash
f1edebeb-8272-4373-8ad5-48ca016098ab,cash,BO,Tiendas Ya Cash Bolivia,bo_tiendasya_cash
069dc8f5-d526-44d2-ab2d-ae7e6d714e90,cash,BO,Tigo Money Cash Bolivia,bo_tigomoney_cash
8b4fd541-d3e9-4fcb-810c-c86190529ee8,cash,BO,Pronto Cash Bolivia,bo_pronto_cash
caf31711-07ca-4f0e-91cd-63254c290e8a,bank_transfer,KW,KW Virtual IBAN,kw_iban_bank
4ede84d5-2e16-400a-8cce-cea8e27da6dc,bank_transfer,MX,Rapyd Networks Mexico S.A.P.I. DE C.V.,mx_rapyd_banregio_bank
8d3cf1d2-8aa9-4e69-8054-2b45d25b78ac,card,SG,eNETS,sg_eNETS_card
a0af0df6-bbb4-45cd-971e-cc8b510c381b,ewallet,ID,eWallet GrabPay,id_grabpay_ewallet
3293ec9d-6d85-40e3-ae7e-e5d6b54cb13c,ewallet,VN,eWallet GrabPay,vn_grabpay_ewallet
1048a660-ebf7-4cb3-a8aa-83dc711de257,ewallet,TH,GrabPay eWallet,th_grabpay_ewallet
f72f2360-c52f-4933-bce5-ef400be869ba,cash,MX,Te Creemos,mx_tecreemos_cash
93ac0182-a1f3-45dd-85ff-67270a3b3692,cash,MX,Farmacias Guadalajara,mx_farmaciasguadalajara_cash
8bf79798-1bfa-448a-a6ce-b77d628db154,bank_redirect,AT,BAWAG P.S.K eps Online Überweisung,at_bawag-p.s.k-eps-online-uberweisung_bank
ad74434e-d74e-4de7-92bc-4466a5780504,bank_redirect,AT,Bankhaus Spängler,at_bankhaus-spangler_bank
0bfd1402-cd26-4fe5-a939-56ceef4bf2b3,bank_redirect,AT,Hypo Niederösterreich,at_hypo-niederosterreich_bank
23d49179-6dcb-4a9f-b5e1-f44aed242fd4,bank_redirect,AT,Volksbank Gruppe,at_volksbank-gruppe_bank
14c078eb-22e9-4299-9ff0-43a07b4d67f3,bank_redirect,AT,Raiffeisen Bankengruppe Österreich,at_raiffeisen-bankengruppe-osterreich_bank
9289c3bf-9f63-4724-adfd-c62ed6d130da,bank_redirect,AT,Bank Austria eps Online Überweisung,at_bank-austria-eps-online-uberweisung_bank
2da1e704-eaca-4039-8caf-6bea3082860a,bank_redirect,AT,Erste Bank der oesterreichischen Sparkassen AG,at_erste-bank-der-oesterreichischen-sparkassen-ag_bank
d19f4509-e26c-4b28-b047-6870c4436b5c,bank_redirect,AT,Easybank,at_easybank_bank
12281a41-8581-4871-baa3-378d4c851f33,bank_redirect,AT,Sparda Wien,at_sparda-wien
ae2ca1cc-757a-4549-9374-f90eaaf80913,bank_redirect,AT,Hypo Alpe-Adria-Bank AG,at_hypoalpeadriabankag_bank
fe41e737-0496-403d-a808-c986b073efc0,bank_redirect,AT,Ärztebank,at_arztebank_bank
e9202c10-5fe7-493b-a28a-78745619f60f,bank_redirect,AT,Apothekerbank,at_apothekerbank_bank
989dc5a6-d697-46d6-919b-6ae4df7e2349,bank_redirect,AT,Investkreditbank,at_investkreditbank_bank
4ee1ced9-8352-4656-a69c-27c6b66b5ff0,bank_redirect,AT,Gärtnerbank,at_gartnerbank_bank
2dea3134-00b7-4af8-8420-91d6cb118b19,bank_redirect,AT,Immo-Bank,at_immo-bank_bank
03beef33-722c-4a78-9d86-6c68e1b6cc7b,bank_redirect,AT,Hypo Burgenland,at_hypo-burgenland_bank
da6a31d7-0a22-44fe-840c-b00e9b2f8b80,bank_redirect,AT,Hypo Tirol,at_hypo-tirol_bank
e190f449-e5ba-4a02-819c-2d299106c549,bank_redirect,AT,"Hypo OÖ, SZBG, STMK",at_hypo-oo-szbg-stmk_bank
a0dd5c38-83f7-4e05-8a11-01d421e47236,bank_redirect,AT,Vorarlberger Landes- und Hypothekenbank,at_vorarlberger-landes-und-hypothekenbank_ bank
2f32855a-0259-4c6d-8824-e2a855aa6ffe,bank_redirect,AT,Bankhaus Krentschker & Co,at_bankhaus-krentschker-co_bank
05d12f24-c716-4afd-937c-3a3ed755a10f,bank_redirect,AT,Bankhaus Schelhammer & Schattera,at_bankhaus-cchelhammer-sdchattera_bank
d2525f84-a185-4c2e-a86e-33c6d619a229,bank_redirect,AT,Commerzialbank Mattersburg,at_commerzialbank-mattersburg_bank
08bf74b0-ae15-49f5-887e-31376df9b068,bank_redirect,AT,Schoellerbank,at_schoellerbank_bank
973941da-050f-4f35-bd9d-55468384c802,bank_redirect,AT,Sparda-Bank Villach/Innsbruck,at_sparda-bank-villach-Innsbruck_bank
38206ae0-4e32-4362-9625-809713fe7b46,bank_redirect,AT,VR-Bank Braunau,at_vr-bank-braunau_bank
e816a0e4-830a-4d13-93c9-5ab454503d0f,bank_redirect,AT,Oberbank AG,at_oberbankag_bank
381412ae-f81a-470b-95a6-d53ca8565743,bank_redirect,AT,BKS Bank AG,at_bks-bank-ag_bank
477882ec-35ae-4d7d-9f47-68918e9ed0ab,bank_redirect,AT,Volkskreditbank AG,at_volkskreditbank-ag_bank
060fcd4a-41dd-46a7-917e-a0571930635b,bank_redirect,AT,Raiffeisen Saalfelden,at_raiffeisen-saalfelden_bank
6f63cb0b-4a30-42e1-9845-1e95ad109204,bank_redirect,AT,BTV VIER LÄNDER BANK,at_btv-vier-lander-bank_bank
